Price,Close,High,Low,Open,Volume,Moving Average,Previous High,Previous Low,Above High,Below Low
Ticker,TSLA,TSLA,TSLA,TSLA,TSLA,,,,,
Date,,,,,,,,,,
2023-06-02,213.97000122070312,217.25,209.75,210.14999389648438,164129000,182.25599899291993,209.8000030517578,199.3699951171875,True,False
2023-06-05,217.61000061035156,221.2899932861328,214.52000427246094,217.8000030517578,151143100,184.6334991455078,217.25,209.75,True,False
2023-06-06,221.30999755859375,221.91000366210938,212.52999877929688,216.13999938964844,146911600,187.10949935913087,221.2899932861328,214.52000427246094,True,False
2023-06-07,224.57000732421875,230.8300018310547,223.1999969482422,228.0,185710800,189.88050003051757,221.91000366210938,212.52999877929688,True,False
2023-06-08,234.86000061035156,235.22999572753906,223.00999450683594,224.22000122070312,164489700,193.1965003967285,230.8300018310547,223.1999969482422,True,False
2023-06-09,244.39999389648438,252.4199981689453,242.02000427246094,249.07000732421875,199882300,196.8125,235.22999572753906,223.00999450683594,True,False
2023-06-12,249.8300018310547,250.97000122070312,244.58999633789062,247.94000244140625,150337900,200.90500030517578,252.4199981689453,242.02000427246094,False,False
2023-06-13,258.7099914550781,259.67999267578125,251.33999633789062,253.50999450683594,162384300,205.52299957275392,250.97000122070312,244.58999633789062,True,False
2023-06-14,256.7900085449219,261.57000732421875,250.5,260.1700134277344,170575500,210.03649978637696,259.67999267578125,251.33999633789062,False,False
2023-06-15,255.89999389648438,258.95001220703125,247.2899932861328,248.39999389648438,160171200,214.13849945068358,261.57000732421875,250.5,False,False
2023-06-16,260.5400085449219,263.6000061035156,257.2099914550781,258.9200134277344,167563700,218.32099990844728,258.95001220703125,247.2899932861328,True,False
2023-06-20,274.45001220703125,274.75,261.1199951171875,261.5,165611200,223.0365005493164,263.6000061035156,257.2099914550781,True,False
2023-06-21,259.4599914550781,276.989990234375,257.7799987792969,275.1300048828125,211797100,226.56600036621094,274.75,261.1199951171875,False,True
2023-06-22,264.6099853515625,265.0,248.25,250.77000427246094,166875900,230.50799942016602,276.989990234375,257.7799987792969,False,False
2023-06-23,256.6000061035156,262.45001220703125,252.8000030517578,259.2900085449219,176584100,234.19300003051757,265.0,248.25,False,False
2023-06-26,241.0500030517578,258.3699951171875,240.6999969482422,250.07000732421875,179990600,237.02200012207032,262.45001220703125,252.8000030517578,False,True
2023-06-27,250.2100067138672,250.38999938964844,240.85000610351562,243.24000549316406,164968200,239.8740005493164,258.3699951171875,240.6999969482422,False,False
2023-06-28,256.239990234375,259.8800048828125,248.88999938964844,249.6999969482422,159770800,242.62799987792968,250.38999938964844,240.85000610351562,True,False
2023-06-29,257.5,260.739990234375,253.61000061035156,258.0299987792969,131283400,245.30650024414064,259.8800048828125,248.88999938964844,False,False
2023-06-30,261.7699890136719,264.45001220703125,259.8900146484375,260.6000061035156,112267600,248.01899948120118,260.739990234375,253.61000061035156,True,False
2023-07-03,279.82000732421875,284.25,275.1099853515625,276.489990234375,119685900,251.31149978637694,264.45001220703125,259.8900146484375,True,False
2023-07-05,282.4800109863281,283.8500061035156,277.6000061035156,278.82000732421875,131530900,254.55500030517578,284.25,275.1099853515625,False,False
2023-07-06,276.5400085449219,279.9700012207031,272.8800048828125,278.0899963378906,120332100,257.3165008544922,283.8500061035156,277.6000061035156,False,True
2023-07-07,274.42999267578125,280.7799987792969,273.7699890136719,278.42999267578125,113602000,259.8095001220703,279.9700012207031,272.8800048828125,False,False
2023-07-10,269.6099853515625,277.5199890136719,265.1000061035156,276.4700012207031,119425400,261.54699935913084,280.7799987792969,273.7699890136719,False,True
2023-07-11,269.7900085449219,270.8999938964844,266.3699951171875,268.6499938964844,91972400,262.8165000915527,277.5199890136719,265.1000061035156,False,False
2023-07-12,271.989990234375,276.5199890136719,271.4599914550781,276.3299865722656,95672100,263.92449951171875,270.8999938964844,266.3699951171875,True,False
2023-07-13,277.8999938964844,279.45001220703125,270.6000061035156,274.5899963378906,112681500,264.8839996337891,276.5199890136719,271.4599914550781,True,False
2023-07-14,281.3800048828125,285.29998779296875,276.30999755859375,277.010009765625,119771100,266.1134994506836,279.45001220703125,270.6000061035156,True,False
2023-07-17,290.3800048828125,292.2300109863281,283.57000732421875,286.6300048828125,131569600,267.8375,285.29998779296875,276.30999755859375,True,False
2023-07-18,293.3399963378906,295.260009765625,286.010009765625,290.1499938964844,112434700,269.4774993896484,292.2300109863281,283.57000732421875,True,False
2023-07-19,291.260009765625,299.2900085449219,289.5199890136719,296.0400085449219,142355400,270.3179992675781,295.260009765625,286.010009765625,False,False
2023-07-20,262.8999938964844,280.92999267578125,261.20001220703125,279.55999755859375,175158300,270.48999938964846,299.2900085449219,289.5199890136719,False,True
2023-07-21,260.0199890136719,268.0,255.8000030517578,268.0,161050100,270.26049957275393,280.92999267578125,261.20001220703125,False,True
2023-07-24,269.05999755859375,269.8500061035156,254.1199951171875,255.85000610351562,136508500,270.8834991455078,268.0,255.8000030517578,True,False
2023-07-25,265.2799987792969,272.8999938964844,265.0,272.3800048828125,112757300,272.0949989318848,269.8500061035156,254.1199951171875,False,False
2023-07-26,264.3500061035156,268.0400085449219,261.75,263.25,95856200,272.8019989013672,272.8999938964844,265.0,False,True
2023-07-27,255.7100067138672,269.1300048828125,255.3000030517578,268.30999755859375,103697300,272.7754997253418,268.0400085449219,261.75,False,True
2023-07-28,266.44000244140625,267.25,258.2300109863281,259.8599853515625,111446000,273.2224998474121,269.1300048828125,255.3000030517578,False,False
2023-07-31,267.42999267578125,269.0799865722656,263.7799987792969,267.4800109863281,84582200,273.50550003051757,267.25,258.2300109863281,True,False
2023-08-01,261.07000732421875,266.4700012207031,260.25,266.260009765625,83166000,272.56800003051757,269.0799865722656,263.7799987792969,False,True
2023-08-02,254.11000061035156,259.5199890136719,250.49000549316406,255.57000732421875,101752900,271.1494995117188,266.4700012207031,260.25,False,True
2023-08-03,259.32000732421875,260.489990234375,252.0,252.0399932861328,97569100,270.2884994506836,259.5199890136719,250.49000549316406,False,False
2023-08-04,253.86000061035156,264.7699890136719,253.11000061035156,260.9700012207031,99242600,269.25999984741213,260.489990234375,252.0,False,False
2023-08-07,251.4499969482422,253.64999389648438,242.75999450683594,251.4499969482422,111097900,268.3520004272461,264.7699890136719,253.11000061035156,False,True
2023-08-08,249.6999969482422,250.9199981689453,245.00999450683594,247.4499969482422,96642200,267.3474998474121,253.64999389648438,242.75999450683594,False,False
2023-08-09,242.19000244140625,251.10000610351562,241.89999389648438,250.8699951171875,101596300,265.85750045776365,250.9199981689453,245.00999450683594,False,True
2023-08-10,245.33999633789062,251.8000030517578,243.0,245.39999389648438,109498600,264.229500579834,251.10000610351562,241.89999389648438,False,False
2023-08-11,242.64999389648438,243.7899932861328,238.02000427246094,241.77000427246094,98866600,262.2930000305176,251.8000030517578,243.0,False,True
2023-08-14,239.75999450683594,240.66000366210938,233.75,235.6999969482422,98595300,259.7619995117187,243.7899932861328,238.02000427246094,False,False
2023-08-15,232.9600067138672,240.5,232.61000061035156,238.72999572753906,88197600,256.7430000305176,240.66000366210938,233.75,False,True
2023-08-16,225.60000610351562,233.97000122070312,225.3800048828125,228.02000427246094,112484500,253.45999984741212,240.5,232.61000061035156,False,True
2023-08-17,219.22000122070312,226.74000549316406,218.8300018310547,226.05999755859375,120718400,251.27600021362304,233.97000122070312,225.3800048828125,False,True
2023-08-18,215.49000549316406,217.5800018310547,212.36000061035156,214.1199951171875,135813700,249.04950103759765,226.74000549316406,218.8300018310547,False,True
2023-08-21,231.27999877929688,232.1300048828125,220.5800018310547,221.5500030517578,135702700,247.1605010986328,217.5800018310547,212.36000061035156,True,False
2023-08-22,233.19000244140625,240.82000732421875,229.5500030517578,240.25,130597900,245.55600128173828,232.1300048828125,220.5800018310547,True,False
2023-08-23,236.86000061035156,238.97999572753906,229.2899932861328,229.33999633789062,101077600,244.18150100708007,240.82000732421875,229.5500030517578,False,False
2023-08-24,230.0399932861328,238.9199981689453,228.17999267578125,238.66000366210938,99777400,242.89800033569335,238.97999572753906,229.2899932861328,False,False
2023-08-25,238.58999633789062,239.0,230.35000610351562,231.30999755859375,106612200,241.50550003051757,238.9199981689453,228.17999267578125,False,False
2023-08-28,238.82000732421875,244.3800048828125,235.35000610351562,242.5800018310547,107673700,240.07500076293945,239.0,230.35000610351562,False,False
2023-08-29,257.17999267578125,257.4800109863281,237.77000427246094,238.5800018310547,134047600,239.88050003051757,244.3800048828125,235.35000610351562,True,False
2023-08-30,256.8999938964844,260.510009765625,250.58999633789062,254.1999969482422,121988400,240.0199996948242,257.4800109863281,237.77000427246094,False,False
2023-08-31,258.0799865722656,261.17999267578125,255.0500030517578,255.97999572753906,108861700,239.95799865722657,260.510009765625,250.58999633789062,False,False
2023-09-01,245.00999450683594,259.0799865722656,242.00999450683594,257.260009765625,132272500,239.51549835205077,261.17999267578125,255.0500030517578,False,True
2023-09-05,256.489990234375,258.0,244.86000061035156,245.0,129469600,239.76749801635742,259.0799865722656,242.00999450683594,False,False
2023-09-06,251.9199981689453,255.38999938964844,245.05999755859375,255.13999938964844,116959800,239.87849807739258,258.0,244.86000061035156,False,False
2023-09-07,251.49000549316406,252.80999755859375,243.27000427246094,245.07000732421875,115312900,240.34349822998047,255.38999938964844,245.05999755859375,False,False
2023-09-08,248.5,256.5199890136719,246.6699981689453,251.22000122070312,118367700,240.50149841308593,252.80999755859375,243.27000427246094,False,False
2023-09-11,273.5799865722656,274.8500061035156,260.6099853515625,264.2699890136719,174667900,242.047998046875,256.5199890136719,246.6699981689453,True,False
2023-09-12,267.4800109863281,278.3900146484375,266.6000061035156,270.760009765625,135999900,243.43399887084962,274.8500061035156,260.6099853515625,False,False
2023-09-13,271.29998779296875,274.9800109863281,268.1000061035156,270.07000732421875,111673700,245.3509979248047,278.3900146484375,266.6000061035156,False,False
2023-09-14,276.0400085449219,276.7099914550781,270.4200134277344,271.32000732421875,107709800,247.872998046875,274.9800109863281,268.1000061035156,True,False
2023-09-15,274.3900146484375,278.9800109863281,271.0,277.54998779296875,133422800,250.63149871826172,276.7099914550781,270.4200134277344,False,False
2023-09-18,265.2799987792969,271.44000244140625,263.760009765625,271.1600036621094,101543300,253.12099838256836,278.9800109863281,271.0,False,True
2023-09-19,266.5,267.8500061035156,261.20001220703125,264.3500061035156,103704000,254.88199844360352,271.44000244140625,263.760009765625,False,False
2023-09-20,262.5899963378906,273.92999267578125,262.4599914550781,267.0400085449219,122514600,256.35199813842775,267.8500061035156,261.20001220703125,False,False
2023-09-21,255.6999969482422,260.8599853515625,254.2100067138672,257.8500061035156,119531000,257.29399795532225,273.92999267578125,262.4599914550781,False,True
2023-09-22,244.8800048828125,257.7900085449219,244.47999572753906,257.3999938964844,127524100,258.03599853515624,260.8599853515625,254.2100067138672,False,True
2023-09-25,246.99000549316406,247.10000610351562,238.30999755859375,243.3800048828125,104636600,258.45599899291994,257.7900085449219,244.47999572753906,False,False
2023-09-26,244.1199951171875,249.5500030517578,241.66000366210938,242.97999572753906,101993600,258.7209983825684,247.10000610351562,238.30999755859375,False,False
2023-09-27,240.5,245.3300018310547,234.5800018310547,244.25999450683594,136597200,257.8869987487793,249.5500030517578,241.66000366210938,False,True
2023-09-28,246.3800048828125,247.5500030517578,238.64999389648438,240.02000427246094,117058900,257.3609992980957,245.3300018310547,234.5800018310547,True,False
2023-09-29,250.22000122070312,254.77000427246094,246.35000610351562,250.0,128346200,256.9680000305176,247.5500030517578,238.64999389648438,True,False
2023-10-02,251.60000610351562,254.27999877929688,242.6199951171875,244.80999755859375,123810400,257.29750061035156,254.77000427246094,246.35000610351562,False,False
2023-10-03,246.52999877929688,250.02000427246094,244.4499969482422,248.61000061035156,101985300,256.7995010375977,254.27999877929688,242.6199951171875,False,False
2023-10-04,261.1600036621094,261.8599853515625,247.60000610351562,248.13999938964844,129721600,257.26150131225586,250.02000427246094,244.4499969482422,True,False
2023-10-05,260.04998779296875,263.6000061035156,256.25,260.0,119159200,257.6895004272461,261.8599853515625,247.60000610351562,False,False
2023-10-06,260.5299987792969,261.6499938964844,250.64999389648438,253.97999572753906,117947000,258.29100036621094,263.6000061035156,256.25,False,False
2023-10-09,259.6700134277344,261.3599853515625,252.0500030517578,255.30999755859375,101377900,257.5955017089844,261.6499938964844,250.64999389648438,False,False
2023-10-10,263.6199951171875,268.94000244140625,257.6499938964844,257.75,122656000,257.40250091552736,261.3599853515625,252.0500030517578,True,False
2023-10-11,262.989990234375,268.6000061035156,260.8999938964844,266.20001220703125,103706300,256.9870010375977,268.94000244140625,257.6499938964844,False,False
2023-10-12,258.8699951171875,265.4100036621094,256.6300048828125,262.9200134277344,111508100,256.1285003662109,268.6000061035156,260.8999938964844,False,True
2023-10-13,251.1199951171875,259.6000061035156,250.22000122070312,258.8999938964844,102073800,254.96499938964843,265.4100036621094,256.6300048828125,False,True
2023-10-16,253.9199981689453,255.39999389648438,248.47999572753906,250.0500030517578,88917200,254.39699935913086,259.6000061035156,250.22000122070312,False,False
2023-10-17,254.85000610351562,257.17999267578125,247.0800018310547,250.10000610351562,93562900,253.81449966430665,255.39999389648438,248.47999572753906,False,False
2023-10-18,242.67999267578125,254.6300048828125,242.0800018310547,252.6999969482422,125147800,252.81899948120116,257.17999267578125,247.0800018310547,False,True
2023-10-19,220.11000061035156,230.61000061035156,216.77999877929688,225.9499969482422,170772700,251.03949966430665,254.6300048828125,242.0800018310547,False,True
